RSS            K Variance     Outer Scale    Diameter       Wind X         Wind Y         
317.9862143    303.6085771    1.0772538      0.0355882      -0.0281268     0.1218787      
317.3270532    309.3434678    1.0416937      0.0341953      -0.0235811     0.121494       
316.6773114    315.0101671    1.0007245      0.0319231      -0.0213003     0.1240359      
312.2538121    306.9481168    1.0529257      0.0378715      -0.0252109     0.1214092      
308.4422927    308.1330726    1.0391423      0.0397242      -0.0253046     0.122789       
304.9915524    309.2539541    1.0110092      0.0371915      -0.0223948     0.1242319      
299.1965382    311.9075038    0.9672044      0.0376672      -0.0200346     0.1274398      
292.869551     306.1407039    0.9982824      0.0387403      -0.022156      0.1277807      
280.6679812    304.9885177    0.9623425      0.0403397      -0.0206026     0.1326557      
296.3806613    311.5291792    0.9452265      0.0405942      -0.0162824     0.1282437      
301.6865148    322.8222466    0.8790693      0.0352977      -0.0176289     0.1356799      
283.3294132    308.7420409    0.9164694      0.0455261      -0.0186409     0.1346874      
298.3880402    315.8627227    0.8289826      0.0400458      -0.0119712     0.1406936      
283.2453033    298.3897391    0.9690209      0.0463716      -0.0173838     0.1298081      
274.1626943    303.8973761    0.8816123      0.0474838      -0.0139178     0.1389956      
270.1149486    299.8923122    0.8388162      0.0523921      -0.0108594     0.1447734      
289.5741896    293.553993     1.0237676      0.0500437      -0.0215365     0.1273737      
264.214641     290.697462     0.9389402      0.0532751      -0.0193269     0.1394756      
259.0050324    280.2816034    0.9357971      0.0596155      -0.0208491     0.1450916      
267.6615119    303.3636924    0.8252108      0.0476543      -0.0137979     0.1474328      
254.8983415    286.0243051    0.8960056      0.0530231      -0.0147562     0.1452173      
255.1589448    274.6654372    0.8857737      0.0567716      -0.0128139     0.1504823      
xi +           K Variance     Outer Scale    Diameter       Wind X         Wind Y         
51.072892      286.0243051    0.8960056      0.0530231      -0.0147562     0.1452173      
51.2214153     286.0243051    0.8960056      0.0580231      -0.0147562     0.1452173      
51.0495528     286.0243051    0.8960056      0.0530231      -0.0197562     0.1452173      
52.107248      286.0243051    0.8960056      0.0530231      -0.0147562     0.1502173      
90.4938351     286.0243051    0.8960056      0.01           -0.0614346     -1.9234947     
89.8051608     286.0243051    0.8960056      0.015          -0.0614346     -1.9234947     
90.6310117     286.0243051    0.8960056      0.01           -0.0664346     -1.9234947     
90.5627645     286.0243051    0.8960056      0.01           -0.0614346     -1.9284947     
68.5132983     286.0243051    0.8960056      0.0404388      -0.0284098     -0.4598857     
68.4070127     286.0243051    0.8960056      0.0454388      -0.0284098     -0.4598857     
68.5173215     286.0243051    0.8960056      0.0404388      -0.0334098     -0.4598857     
68.08926       286.0243051    0.8960056      0.0404388      -0.0284098     -0.4648857     
19.8020053     286.0243051    0.8960056      0.0502455      -0.0177699     0.0116573      
20.1820228     286.0243051    0.8960056      0.0552455      -0.0177699     0.0116573      
19.6063572     286.0243051    0.8960056      0.0502455      -0.0227699     0.0116573      
19.9649431     286.0243051    0.8960056      0.0502455      -0.0177699     0.0166573      
